"ID","DEFINITION","FORMATION_PROCESS","CLAY","SILT","SAND","SOIL_COMPACTION","SOIL_COLOR","CERAMICS_OBSERVATIONS"
7227,"Feature of basalt stones on south side of Via Gabina (7019) N of Room 4","Construction",0.0,0.0,0.0,"","",""
8362,"Silty deposit in Room I-20.","Accumulation",10.0,80.0,10.0,"Soft","Brown",""
8363,"tufo slab surface under SU 8357","Construction",0.0,0.0,0.0,"","Brown",""
2896,"Elliptical cut along E. limit of courtyard, filled by 2895","Cutting",0.0,0.0,0.0,"","",""
2897,"Friable gray deposit N. of 2588","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
8352,"compact surface in eastern portion of-room l -19","Construction",0.0,0.0,0.0,"","",""
8353,"compact surface in Western portion of room I -19 ","Construction",10.0,70.0,20.0,"Compact","Gray","Processed by Leah Bernardo-Ciddio on 23 July 2018."
8354,"irregular cut in surface 8353","Cutting",0.0,0.0,0.0,"","",""
8355,"circular cut in flat surface 8353","Cutting",0.0,0.0,0.0,"","",""
8356,"Mortar foundation for wall 8290","Construction",0.0,0.0,0.0,"","",""
8357,"stone east of wall 8122","Construction",0.0,0.0,0.0,"","",""
8358,"stone in the center of room I-19","Construction",0.0,0.0,0.0,"","",""
2898,"Friable brownish-gray deposit in the southwest quadrant of the courtyard, to the northeast of 2454","Accumulation",10.0,80.0,10.0,"Friable","Light Gray",""
8364,"Layer of burned soil on the Northeastern side of room 12.","Accumulation",10.0,80.0,10.0,"Hard","Gray","Processed by Leah Bernardo-Ciddio on July 11th, 2018 in morning light. Dating based on a commonware rim. "
6068,"Concrete wall running east-west at northern limit of the Via Gabina, east of wall 6056.","Construction",0.0,0.0,0.0,"","",""
7228,"Construction cut for tile drain 7196","Cutting",0.0,0.0,0.0,"","",""
7229,"Curbstones along northern limit of Via Gabina, south of wall 6068","Construction",0.0,0.0,0.0,"","",""
6069,"Wall in tufo blocks beneath wall 6068","Construction",0.0,0.0,0.0,"","",""
6070,"Wall in tufo blocks beneath wall 6056","Construction",0.0,0.0,0.0,"","",""
2899,"Friable light brown deposit along E edge of 2851, fills cut 2900.","Accumulation",10.0,80.0,10.0,"Friable","Light Brown",""
2900,"Semicircular cut along edge of 2851, filled by 2899.","Cutting",0.0,0.0,0.0,"","",""
2901,"Irregular friable brown fill of cut 2902, N. of wall 2306.","Intentional Deposition",10.0,80.0,19.0,"Friable","Brown",""
2902,"Irregular cut filled with 2901, N of wall 2851","Cutting",0.0,0.0,0.0,"","",""
2903,"Oval loose brown deposit along E limit of 2851, fills 2904","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
2904,"Oval cut along E limit of 2851, filled by 2903","Cutting",0.0,0.0,0.0,"","",""
2905,"Friable brown deposit along E limit of courtyard, SE of feature 2851, fill of 2909, T.56 and T.57","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
8365,"Layer of silty soil with frequent rubble inclusions in Room I-17.","Accumulation",10.0,80.0,10.0,"Loose","Light Brown",""
8366,"East-West wall on the southern side of Room I-22.","Construction",0.0,0.0,0.0,"","",""
7230,"Layer of compact brown silt under 7225 in NE corner of Room 5","Accumulation",10.0,80.0,10.0,"Compact","Brown",""
7231,"Compact white surface in center of Room 5, southwest of drain 7201","Intentional Deposition",0.0,0.0,0.0,"","","very few sherds, and no identifiable diagnostics (terra sigillata rim is broken and very small)"
8367,"East-west wall on the southwest side of Room I-20.","Construction",0.0,0.0,0.0,"","",""
2906,"Friable grayish brown deposit in the southwest quadrant of the courtyard ","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
8368,"Truncated N-S wall on the western side of Room 17.","Construction",0.0,0.0,0.0,"","",""
8369,"NS wall on the western side of Room I-17.","Construction",0.0,0.0,0.0,"","",""
8370,"E-W wall west of 8369.","Construction",0.0,0.0,0.0,"","",""
8371,"W-E wall east of 8369.","Construction",0.0,0.0,0.0,"","",""
2907,"Friable gray deposit at E limit of 2851, fills 2900. ","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
8372,"deposit of silt on the west side of room I-12; within cut 8286","Accumulation",10.0,80.0,10.0,"Loose","Light Gray","Few sherds in SU. Mostly larger fragments. "
8373,"compact deposit under su 8372","Accumulation",0.0,0.0,0.0,"","Brown",""
7232,"Compact white surface abutting north wall of dolium 7232","Intentional Deposition",0.0,0.0,0.0,"","White","very few, small sherds"
7233,"Compact white surface in southwest corner of Room 5","Intentional Deposition",10.0,80.0,10.0,"Compact","Brown",""
7234,"Square feature of mortared stone in SE corner of room H5","Construction",0.0,0.0,0.0,"","",""
8375,"Light brown deposit of silt in the eastern side of Room I-17,  S. of 8178, W. of 8175 and 8123, N. of 8236","Accumulation",10.0,80.0,10.0,"Soft","Light Brown","Processed by Leah Bernardo-Ciddio and Kyra Webb on July 18th (late afternoon) and July 19th (early morning), 2018. "
6071,"Compact brown gravel surface east of cut 6060","Intentional Deposition",10.0,80.0,10.0,"Compact","Brown","Relatively even fragmentation, apart from particularly thick fragments of amphora. Most sherds have minimal or no accretion, and some sherds have worn breaks."
2908,"Compact brown deposit with orange inclusions in the southeast quadrant of the courtyard ","Accumulation",10.0,80.0,10.0,"Compact","Brown",""
2909,"Rectangular cut along SE edge of Feature 2851, T.57 and T.56","Cutting",0.0,0.0,0.0,"","",""
8376,"Cut into SU 8373.","Cutting",0.0,0.0,0.0,"","",""
8377,"Fill of SU 8376.","Accumulation",0.0,0.0,0.0,"Friable","Gray",""
2910,"Friable light brown deposit in SE corner of courtyard S. of 2436","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
8378,"Opus Signinum covering bottom of wall 8012 in room I-10","Construction",0.0,0.0,0.0,"","",""
8379,"Stone block with hole for door post between rooms I-10 and I-18, N. of 8200","Construction",0.0,0.0,0.0,"","",""
2911,"Circular dark brown deposit with travertine inclusions in SE corner of courtyard, fill of 2912","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
2912,"Circular cut in SE corner of courtyard, filled by 2911","Cutting",0.0,0.0,0.0,"","",""
7235,"Fill of drain 7201 running north-south in Room H5.","Accumulation",10.0,80.0,10.0,"Loose","Brown","Few diagnostic sherds in this SU of mostly smaller fragments. Sherds with a small to moderate amount of encrustation. "
7236,"Construction cut for drain 7201","Cutting",0.0,0.0,0.0,"","",""
8380,"Mosaic floor in rooms I-10 and I-18","Construction",0.0,0.0,0.0,"","",""
8381,"Floor prep in rooms I-10 and I-18","Construction",0.0,0.0,0.0,"","",""
2913,"Baulk extension at E limit of courtyard","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
7237,"Layer of compact brown silt in the NE corner of Room H5.","Intentional Deposition",10.0,80.0,10.0,"Compact","Brown",""
7238,"Layer of loose brown silt around dolium 7202.","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
2914,"Loose brown deposit, second layer of fill of cut 2917, T.56","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
7239,"Layer of compact light brown soil in W half of Room 5","Accumulation",10.0,80.0,10.0,"Compact","Light Brown","Processed early in the morning by Emily Lime, Leah Bernardo-Ciddio, and Kyra Webb on July 16th, 2018."
7240,"Cut into 7239 for Dolium 7202. ","Cutting",0.0,0.0,0.0,"","",""
2915,"Deposit of soil with complete vessels, amber, beads, and bronze in cut 2917, T56","Intentional Deposition",10.0,80.0,10.0,"Soft","Brown",""
2916,"Cohesive patch of dark brown soil (skeleton) underneath 2915, in cut 2917, T.56","Intentional Deposition",10.0,80.0,10.0,"Loose","Black",""
2917,"Rectangular cut on E. limit of courtyard, SE. of 2851, T.56","Cutting",0.0,0.0,0.0,"","",""
2918,"Loose brown deposit, N. of cut 2917, fills 2922, T.57","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
8382,"fill of cut 8300 covered by 8301","Accumulation",10.0,80.0,10.0,"Compact","",""
7241,"Layer of brown silt west of 7108 and north of wall 7115 in room H4.","Accumulation",10.0,80.0,10.0,"Compact","Light Brown","few diagnostics; processed by Emily Lime the morning of July 18, 2018"
6072,"Brown surface below 6071 and west of 6056","Intentional Deposition",10.0,80.0,10.0,"Compact","Brown","sherds generally small in size"
8383,"Threshold of room 12 between walls 8175 and 8123.","Construction",0.0,0.0,0.0,"","",""
2919,"Deposit of soils and vessels in cut 2922, T.57","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
2920,"Bronze objects and their surrounding fill in cut 2922, T. 57","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
8386,"Socle on eastern side of wall 8119 in room I-18","Construction",0.0,0.0,0.0,"","",""
8387,"Socle on southern side of wall 8133, W. of 8246 in room I-18","Construction",0.0,0.0,0.0,"","",""
8388,"Socle on western side of wall 8199 in room I-18","Construction",0.0,0.0,0.0,"","",""
8389,"Socle on northern side of wall 8012, W. of 8200 in room I-18","Construction",0.0,0.0,0.0,"","",""
8390,"Foundation cut into 8381, W. of 8199 in room I-18","Cutting",0.0,0.0,0.0,"","",""
8391,"Cut for door post east of 8178 in room I-18","Cutting",0.0,0.0,0.0,"","",""
2921,"Skeleton in cut 2922, T. 57","Intentional Deposition",10.0,80.0,10.0,"Loose","Brown",""
7242,"Layer of brown silt with frequent basalt inclusions in Room H5.","Intentional Deposition",10.0,80.0,10.0,"Hard","Brown",""
7243,"Layer of brown silt west of SU 7241 in Room H4.","Accumulation",10.0,80.0,10.0,"Compact","Brown","Processed by Leah Bernardo-Ciddio on July 19th, 2018 in the late morning. Insufficient diagnostic material for dating purposes."
2922,"Large rectangular cut, SE of feature 2851,  T. 57","Cutting",0.0,0.0,0.0,"","",""
2923,"Compact brown deposit S. of 2436 in SE corner of courtyard","Accumulation",10.0,80.0,10.0,"Compact","Brown",""
7244,"Compact surface of mortar and pebbles east of 7022. ","Intentional Deposition",0.0,0.0,0.0,"","",""
2924,"Fill of semi- circular, linear cut 2425 in N. half of courtyard","",0.0,0.0,0.0,"","",""
2925,"Semi- circular, linear cut in N. half of courtyard, filled by 2924","Cutting",0.0,0.0,0.0,"","",""
2926,"Light brown friable circular deposit in SW corner of courtyard, N. of  2454, fills 2927
","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
2927,"Circular cut in SW corner of courtyard, N. of 2454, filled by 2926. ","Cutting",0.0,0.0,0.0,"","",""
8385,"Cut for door post between walls 8183 and 8123","Cutting",0.0,0.0,0.0,"","",""
8384,"Door post between 8185 and 8383","Construction",0.0,0.0,0.0,"","",""
8374,"Tufo block abutting tufo block 8282","Construction",0.0,0.0,0.0,"","",""
2928,"Loose brownish-gray circular deposit in centre of courtyard, W of 2493, fills 2929","Accumulation",10.0,80.0,10.0,"Loose","Gray",""
2929,"Circular cut in centre of courtyard, W. of 2493, filled by 2928","Cutting",0.0,0.0,0.0,"","",""
2930,"Baulk extension at SE corner of courtyard.","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
7245,"Layer of loose brown silt east of muretto 7140","Accumulation",10.0,80.0,10.0,"Loose","Brown","standard collection of Area H (2018) material"
2931,"Gray friable deposit in the central courtyard.","Accumulation",10.0,80.0,10.0,"Compact","Brown",""
6073,"Layer of loose brown silt west of 6060, in the middle of western part of side street.","Accumulation",10.0,80.0,10.0,"Loose","Brown","smal sherds, minimal encrustation"
2932,"Loose brown circular deposit with small rocky inclusions at NW edge of feature 2851 in E quadrant of courtyard; fills 2933.","Accumulation",10.0,80.0,10.0,"Loose","",""
2933,"Circular cut at the NW edge at feature 2851 in E quadrant of courtyard, filled by 2932.","Cutting",0.0,0.0,0.0,"","",""
2934,"Compact gray deposit with frequent ceramic and stone inclusions in SW quadrant of courtyard","Accumulation",10.0,80.0,10.0,"Compact","Gray",""
2935,"Linear deposit of dark brown soil with orange inclusions along E. limit of courtyard","Accumulation",10.0,80.0,10.0,"Compact","Brown",""
7246,"Extension of tile and concrete drain 7196 north of blocks 7197.","Construction",0.0,0.0,0.0,"","",""
7247,"Cut around northern end of drain 7246","Cutting",0.0,0.0,0.0,"","",""
7248,"Deep cut between wall 7204 and basalt Via Gabina ","Cutting",0.0,0.0,0.0,"","",""
2936,"Compact dark brown deposit in the SE quadrant of courtyard","Accumulation",10.0,80.0,19.0,"Compact","Brown",""
6074,"Compact surface of brown silt east of wall 6033 and cut by 6062","Intentional Deposition",10.0,80.0,10.0,"Compact","Brown","few diagnostics, but a variety of wares; african redslip decoration on wall sherd provides best date"
7249,"Layer of compact brown silt between 7247 and 7248, south of Via Gabina 7019. ","Accumulation",10.0,80.0,10.0,"Compact","Brown","fair condition with identifiable sherds; minimal encrustation"
2937,"Brown friable deposit in central E. quadrant of courtyard ","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
8392,"Mosaic floor in Room I-20.","Construction",0.0,0.0,0.0,"","",""
6075,"Compact brown layer in a stone linear feature.","Intentional Deposition",10.0,80.0,10.0,"Compact","","few ceramics present"
2938,"Friable brown deposit in SE corner of courtyard, fill of depression 2940","Accumulation",10.0,80.0,10.0,"Friable","Brown",""
6076,"Compact gravel surface below 6075 and East of 6033.","Intentional Deposition",10.0,80.0,10.0,"Compact","Brown",""
2939,"Compact brownish-gray deposit in SE area of courtyard","Accumulation",10.0,80.0,10.0,"Compact","Gray",""
2940,"Shallow depression filled by 2938 in SW corner of courtyard","Cutting",0.0,0.0,0.0,"","",""
2941,"Friable light gray deposit with stone inclusions in center of courtyard.","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
2942,"Loose circular brown deposit in SW corner of courtyard, fill of 2493","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
2943,"Circular cut in SW corner of courtyard, filled by 2942","Cutting",0.0,0.0,0.0,"","",""
8393,"Signinum surface in Room I-22.","Construction",0.0,0.0,0.0,"","",""
8394,"Signinum wall facing on walls 8340, 8341, 8342, and 8401 in Room I-22.","Construction",0.0,0.0,0.0,"","",""
8395,"Signinum surface in Room I-22 covered by SU 8393.","Construction",0.0,0.0,0.0,"","",""
6077,"Layer of brown silt with large stone inclusions west of wall 6070.","Accumulation",10.0,80.0,10.0,"Loose","Brown","Processed by Emily Lime on July 20th, 2018 in the early morning. "
7250,"Compact brown surface between blocks 7197 and Via Gabina","Intentional Deposition",50.0,40.0,10.0,"Compact","Brown",""
2944,"Hyper-compact gray deposit with ceramic inclusions in S. half of courtyard ","Construction",10.0,80.0,10.0,"Hard","Gray",""
8396,"E-W wall in Room I-20, north of cut.","Construction",0.0,0.0,0.0,"","",""
8397,"E-W wall in Room I-20, south of cut.","Construction",0.0,0.0,0.0,"","",""
8398,"NS wall in Room I-20, east of cut.","Construction",0.0,0.0,0.0,"","",""
7251,"Loose brown silt with large rubble inclusions north of 7197 and east of 7246.","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
6078,"Compact brown surface west of wall 6070, and west of 6077","Intentional Deposition",10.0,80.0,10.0,"Compact","",""
8401,"E-W partition wall within Room I-22.","Construction",0.0,0.0,0.0,"","",""
8402,"Mosaic floor in NE corner of Room I-17.","Construction",0.0,0.0,0.0,"","",""
8403,"Mosaic floor in Room I-17 west of floor 8402.","Construction",0.0,0.0,0.0,"","",""
7252,"Loose layer of brown silt north of drain 7246.","Accumulation",10.0,80.0,10.0,"Loose","Brown",""
2945,"Loose gray deposit in SW quadrant of courtyard","Accumulation",10.0,80.0,10.0,"Friable","Gray",""
8399,"Stone north of SU 8357","Construction",0.0,0.0,0.0,"","",""
8400,"Stone north of SU 8358","Construction",0.0,0.0,0.0,"","",""
8404,"Tufo in southern portion of room I-19","Construction",0.0,0.0,0.0,"","",""
8405,"tufo between 8399 and 8406","Construction",0.0,0.0,0.0,"","",""
8406,"tufo between SU 8405 and 8400","Construction",0.0,0.0,0.0,"","",""
8407,"Tufo slab in northwest corner of Room I-19","Construction",0.0,0.0,0.0,"","",""
8408,"Concrete basin in the southwestern corner of Room I-17.","Construction",0.0,0.0,0.0,"","",""
8409,"Mosaic floor along the western side of Room I-17.","Construction",0.0,0.0,0.0,"","",""
8410,"Partial mosaic floor on the eastern side of Room I-17, south of 8402 .","Construction",0.0,0.0,0.0,"","",""
