SU_ID,CERAMICS_CLASS,CERAMICS_DETAILS,VESSELS,RIMS,HANDLES,BASES,WALLS,TOTAL,WEIGHT,SIZE_MIN,SIZE_MAX,SD_START,SD_START_SUFFIX,SD_END,SD_END_SUFFIX,
9999,Commonware,ag,NULL,NULL,NULL,NULL,3,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Commonware with Ingobbio,NULL,1,2,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Commonware with Ingobbio,NULL,1,2,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Commonware with Ingobbio,"notes
",1,2,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Commonware with Ingobbio,NULL,1,2,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Attic Pottery,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Attic Pottery,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
2692,CBM,NULL,NULL,NULL,NULL,NULL,NULL,7,1.2,8,11,NULL,NULL,NULL,NULL,
2692,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.006,6,6,NULL,NULL,NULL,NULL,
2692,Unidentified Ceramic,Opaque red ware,NULL,NULL,NULL,NULL,1,1,0.004,4,4,NULL,NULL,NULL,NULL,
2692,Fineware,NULL,NULL,1,NULL,NULL,1,2,0.004,2,3,NULL,NULL,NULL,NULL,
7059,African Cookware,NULL,NULL,3,NULL,1,7,11,0.088,2,5,NULL,NULL,NULL,NULL,
7059,Creamware,NULL,NULL,1,1,NULL,77,79,0.19,2,6,NULL,NULL,NULL,NULL,
7059,Commonware,NULL,NULL,6,3,1,22,32,0.272,1,7,NULL,NULL,NULL,NULL,
7059,Impasto,NULL,NULL,NULL,NULL,NULL,3,3,0.034,3,4,NULL,NULL,NULL,NULL,
7059,Amphora,NULL,NULL,3,NULL,NULL,16,19,0.786,2,8,NULL,NULL,NULL,NULL,
7059,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.03,4,4,NULL,NULL,NULL,NULL,
2692,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,8,8,0.065,3,6,NULL,NULL,NULL,NULL,
2692,Large Storage Container,NULL,NULL,NULL,NULL,NULL,12,12,1.089,6,11,NULL,NULL,NULL,NULL,
2692,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,2,0.055,4,7,NULL,NULL,NULL,NULL,
8052,Lamp,spout,NULL,1,NULL,NULL,NULL,1,0.002,3,3,NULL,NULL,NULL,NULL,
8052,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,2,2,0.008,3,4,NULL,NULL,NULL,NULL,
8052,Black Gloss,NULL,NULL,NULL,NULL,1,1,2,0.032,3,6,NULL,NULL,NULL,NULL,
8052,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.009,4,4,NULL,NULL,NULL,NULL,
7102,Terra Sigillata,NULL,NULL,2,NULL,NULL,NULL,2,NULL,3,3,NULL,NULL,NULL,NULL,
8052,Thin Walled,NULL,NULL,1,1,NULL,NULL,2,0.032,3,6,NULL,NULL,NULL,NULL,
8052,Amphora,NULL,NULL,NULL,NULL,NULL,6,6,0.087,3,5,NULL,NULL,NULL,NULL,
8052,Creamware,NULL,NULL,2,NULL,NULL,5,7,0.033,3,5,NULL,NULL,NULL,NULL,
7102,Fineware,NULL,NULL,1,NULL,NULL,NULL,1,0.006,6,6,NULL,NULL,NULL,NULL,
8052,Painted Fineware,NULL,NULL,2,NULL,NULL,1,3,0.005,3,4,NULL,NULL,NULL,NULL,
7102,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
8052,Commonware,NULL,NULL,4,NULL,2,10,16,0.171,3,7,NULL,NULL,NULL,NULL,
7102,Creamware,NULL,NULL,1,NULL,NULL,9,10,0.126,2,11,NULL,NULL,NULL,NULL,
8052,CBM,NULL,NULL,NULL,NULL,NULL,4,4,0.326,6,9,NULL,NULL,NULL,NULL,
6006,Terra Sigillata,NULL,NULL,2,NULL,NULL,NULL,2,0.01,2,4,NULL,NULL,NULL,NULL,
7102,Unidentified Ceramic,NULL,NULL,NULL,NULL,NULL,1,1,0.03,7,7,NULL,NULL,NULL,NULL,
6006,Commonware,NULL,NULL,4,NULL,1,26,31,0.302,2,9,NULL,NULL,NULL,NULL,
6006,Amphora,NULL,NULL,6,NULL,NULL,59,65,0.39,2,10,NULL,NULL,NULL,NULL,
6006,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.04,7,7,NULL,NULL,NULL,NULL,
6006,African Cookware,NULL,NULL,1,NULL,NULL,11,12,0.058,2,5,NULL,NULL,NULL,NULL,
2692,Impasto Bruno,Many pieces join between them,NULL,24,12,3,217,256,2.903,2,11,NULL,NULL,NULL,NULL,
6006,CBM,4.982 discarded,NULL,NULL,NULL,NULL,NULL,NULL,4.982,NULL,NULL,NULL,NULL,NULL,NULL,
6006,Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.009,3,3,NULL,NULL,NULL,NULL,
6006,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,3,3,0.029,3,4,NULL,NULL,NULL,NULL,
6006,Thin Walled,NULL,NULL,NULL,NULL,1,NULL,1,0.004,2,2,NULL,NULL,NULL,NULL,
6006,Creamware,NULL,NULL,2,1,NULL,12,15,0.045,3,4,NULL,NULL,NULL,NULL,
6006,Painted Creamware,NULL,NULL,NULL,NULL,NULL,3,3,0.008,2,3,NULL,NULL,NULL,NULL,
8046,Amphora,NULL,NULL,NULL,NULL,NULL,4,4,0.12,4,8,NULL,NULL,NULL,NULL,
8046,Creamware,NULL,NULL,2,NULL,NULL,5,7,0.073,2,6,NULL,NULL,NULL,NULL,
8046,African Cookware,NULL,NULL,1,NULL,NULL,NULL,1,0.054,8,8,NULL,NULL,NULL,NULL,
8046,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.008,3,4,NULL,NULL,NULL,NULL,
7102,Thin Walled,NULL,NULL,NULL,NULL,NULL,7,7,0.02,2,5,NULL,NULL,NULL,NULL,
7102,Commonware,NULL,NULL,7,NULL,2,20,29,0.232,2,11,NULL,NULL,NULL,NULL,
8046,Terra Sigillata,NULL,NULL,NULL,NULL,1,NULL,1,0.015,5,5,NULL,NULL,NULL,NULL,
8046,Attic Red Figure,NULL,NULL,NULL,NULL,NULL,1,1,0.0005,3,3,NULL,NULL,NULL,NULL,
7102,Dolium,NULL,NULL,2,NULL,NULL,5,7,5.018,7,11,NULL,NULL,NULL,NULL,
8046,Thin Walled,NULL,NULL,1,1,NULL,NULL,2,0.004,3,3,NULL,NULL,NULL,NULL,
8046,Commonware,NULL,NULL,2,NULL,2,22,24,1.053,4,10,NULL,NULL,NULL,NULL,
8046,Amphora,NULL,NULL,2,2,NULL,36,40,2.09,4,10,NULL,NULL,NULL,NULL,
8046,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.0005,2,2,NULL,NULL,NULL,NULL,
8046,Impasto,NULL,NULL,NULL,NULL,NULL,2,2,0.034,4,4,NULL,NULL,NULL,NULL,
2633,Bucchero,NULL,NULL,NULL,NULL,NULL,2,2,0.003,2,2,NULL,NULL,NULL,NULL,
2633,Impasto Rosso,NULL,NULL,1,NULL,NULL,9,10,0.059,3,6,NULL,NULL,NULL,NULL,
2633,Large Storage Container,NULL,NULL,NULL,NULL,NULL,9,9,0.488,8,11,NULL,NULL,NULL,NULL,
2633,Impasto Bruno,NULL,NULL,10,1,2,109,122,1.607,2,11,NULL,NULL,NULL,NULL,
999,Amphora Stopper,NULL,NULL,1,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Attic Black Gloss,NULL,1,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
2669,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,2,0.048,4,8,NULL,NULL,NULL,NULL,
2669,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.002,2,2,NULL,NULL,NULL,NULL,
6006,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.0001,2,2,NULL,NULL,NULL,NULL,
2669,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
2669,Bucchero Impasto,NULL,NULL,NULL,NULL,NULL,1,1,0.002,4,4,NULL,NULL,NULL,NULL,
2669,Impasto Bruno,NULL,NULL,2,2,1,20,25,0.26,2,11,NULL,NULL,NULL,NULL,
8109,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.05,2,2,NULL,NULL,NULL,NULL,
2662,Bucchero,NULL,NULL,NULL,NULL,NULL,4,4,0.006,3,5,NULL,NULL,NULL,NULL,
8109,Commonware,NULL,NULL,NULL,NULL,NULL,2,2,0.13,3,3,NULL,NULL,NULL,NULL,
2662,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.028,3,4,NULL,NULL,NULL,NULL,
8109,Creamware,NULL,NULL,NULL,NULL,NULL,2,2,0.05,2,3,NULL,NULL,NULL,NULL,
8109,Amphora,NULL,NULL,NULL,NULL,NULL,1,1,0.3,5,5,NULL,NULL,NULL,NULL,
2662,Fineware,One is painted,NULL,NULL,NULL,NULL,2,2,0.004,3,4,NULL,NULL,NULL,NULL,
2662,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,3,0.024,4,7,NULL,NULL,NULL,NULL,
2662,Impasto Rosso,NULL,NULL,1,1,NULL,14,16,0.076,2,8,NULL,NULL,NULL,NULL,
2662,Impasto Bruno,NULL,NULL,1,1,1,32,35,0.146,2,8,NULL,NULL,NULL,NULL,
8113,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.04,2,2,NULL,NULL,NULL,NULL,
8113,Commonware,NULL,NULL,2,NULL,NULL,2,4,0.43,2,5,NULL,NULL,NULL,NULL,
8113,Creamware,NULL,NULL,NULL,NULL,NULL,4,4,0.2,2,3,NULL,NULL,NULL,NULL,
8113,Thin Walled,NULL,NULL,NULL,NULL,1,NULL,1,0.03,3,3,NULL,NULL,NULL,NULL,
8113,CBM,NULL,NULL,NULL,NULL,NULL,1,1,0.1,2,2,NULL,NULL,NULL,NULL,
8113,Lamp,NULL,NULL,NULL,NULL,NULL,2,2,0.04,3,3,NULL,NULL,NULL,NULL,
8064,African Red Slip,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
2663,CBM,NULL,NULL,NULL,NULL,NULL,NULL,3,0.01,3,6,NULL,NULL,NULL,NULL,
2663,Overpainted Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.002,4,4,NULL,NULL,NULL,NULL,
8064,Lamp,NULL,NULL,1,NULL,NULL,1,2,0.004,2,3,NULL,NULL,NULL,NULL,
2663,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,2,0.003,3,4,NULL,NULL,NULL,NULL,
2663,Miniature Vessel,Buccheroid impasto fabric. Kyathos,1,NULL,NULL,NULL,NULL,1,0.003,6,6,NULL,NULL,NULL,NULL,
8064,Commonware,NULL,NULL,18,1,4,100,123,1.496,2,11,NULL,NULL,NULL,NULL,
2663,Painted Fineware,NULL,NULL,1,NULL,1,NULL,2,0.036,7,11,NULL,NULL,NULL,NULL,
2663,Impasto Rosso,NULL,NULL,NULL,NULL,1,2,3,0.062,3,9,NULL,NULL,NULL,NULL,
2663,Commonware,impasto grezzo fabric,NULL,1,NULL,NULL,5,6,0.038,4,11,NULL,NULL,NULL,NULL,
2663,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,14,14,0.108,2,9,NULL,NULL,NULL,NULL,
7004,Lamp,NULL,NULL,NULL,1,NULL,NULL,1,0.011,3,3,NULL,NULL,NULL,NULL,
7004,Amphora,NULL,NULL,NULL,NULL,NULL,23,23,0.458,2,10,NULL,NULL,NULL,NULL,
7004,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
7004,Black Gloss,NULL,NULL,1,NULL,NULL,1,2,0.014,4,4,NULL,NULL,NULL,NULL,
2668,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,4,0.102,4,6,NULL,NULL,NULL,NULL,
7004,Creamware,NULL,NULL,NULL,NULL,NULL,4,4,0.013,2,3,NULL,NULL,NULL,NULL,
2668,Italo Geometric,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
2668,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.134,4,6,NULL,NULL,NULL,NULL,
2668,Painted Fineware,NULL,NULL,NULL,NULL,NULL,5,5,0.018,3,5,NULL,NULL,NULL,NULL,
7004,African Cookware,NULL,NULL,NULL,NULL,NULL,2,2,0.007,3,3,NULL,NULL,NULL,NULL,
2668,Impasto Rosso,NULL,NULL,1,NULL,1,7,9,0.074,2,8,NULL,NULL,NULL,NULL,
7004,Commonware,NULL,NULL,2,NULL,1,20,23,0.157,2,6,NULL,NULL,NULL,NULL,
9999,Architectural Element,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Etrusco-Corinthian,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
9999,Architectural Element,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,
2668,CBM,NULL,NULL,NULL,NULL,NULL,NULL,3,0.9,NULL,NULL,NULL,NULL,NULL,NULL,
2668,Impasto Bruno,NULL,NULL,6,1,NULL,49,56,0.426,2,8,NULL,NULL,NULL,NULL,
6044,African Cookware,NULL,NULL,1,NULL,1,29,31,0.2,1,7,NULL,NULL,NULL,NULL,
6044,Commonware,NULL,NULL,11,NULL,1,32,44,0.451,1,9,NULL,NULL,NULL,NULL,
6044,Creamware,NULL,NULL,3,NULL,1,31,35,0.223,2,8,NULL,NULL,NULL,NULL,
6044,Fineware,NULL,NULL,NULL,NULL,NULL,3,3,0.004,1,2,NULL,NULL,NULL,NULL,
6044,Impasto Chiaro Sabbioso,Decoration with black stripes and dots,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
6044,Internal Red Slip Ware,"Two sherds may be of an unidentified ceramic type and not internal red slip, as they do not display the internal slip, are of a lighter orange fabric with a smooth surface.",NULL,4,NULL,NULL,5,9,0.205,2,9,NULL,NULL,NULL,NULL,
6044,Italo Geometric,Decoration with black stripes and dots,NULL,NULL,NULL,NULL,2,2,0.004,2,4,NULL,NULL,NULL,NULL,
6044,Lamp,NULL,NULL,NULL,NULL,NULL,4,4,0.006,2,3,NULL,NULL,NULL,NULL,
6044,Terra Sigillata,one sherd quite worn with accretions,NULL,1,NULL,1,2,4,0.046,2,7,NULL,NULL,NULL,NULL,
6044,Tubulus,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.56,NULL,NULL,NULL,NULL,NULL,NULL,
7018,African Cookware,NULL,NULL,1,NULL,1,2,3,0.037,3,6,NULL,NULL,NULL,NULL,
7018,Commonware,NULL,NULL,2,NULL,2,25,29,0.21,3,5,NULL,NULL,NULL,NULL,
7018,Creamware,NULL,NULL,NULL,NULL,1,4,5,0.06,3,7,NULL,NULL,NULL,NULL,
7018,Amphora,NULL,NULL,NULL,1,NULL,43,44,1.301,3,11,NULL,NULL,NULL,NULL,
7018,Terra Sigillata,NULL,NULL,1,NULL,NULL,2,3,0.012,3,4,NULL,NULL,NULL,NULL,
7018,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,0.007,3,3,NULL,NULL,NULL,NULL,
7018,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,4,4,NULL,NULL,NULL,NULL,
7018,Painted Fineware,NULL,NULL,NULL,NULL,NULL,5,5,0.011,3,4,NULL,NULL,NULL,NULL,
7018,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.007,4,4,NULL,NULL,NULL,NULL,
7018,Unidentified Ceramic,"appears to have black gloss like slip, but is not a fine ware - fabric is coarse",NULL,NULL,NULL,NULL,1,1,0.011,4,4,NULL,NULL,NULL,NULL,
8110,Amphora,NULL,NULL,NULL,NULL,NULL,2,2,0.213,5,11,NULL,NULL,NULL,NULL,
8110,Creamware,NULL,NULL,NULL,1,NULL,2,3,0.012,2,3,NULL,NULL,NULL,NULL,
8110,Commonware,NULL,NULL,NULL,NULL,NULL,4,4,0.038,2,5,NULL,NULL,NULL,NULL,
8110,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.01,4,4,NULL,NULL,NULL,NULL,
8110,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.011,4,4,NULL,NULL,NULL,NULL,
8058,Creamware,NULL,NULL,NULL,1,1,8,10,0.112,3,11,NULL,NULL,NULL,NULL,
8058,Amphora,NULL,NULL,NULL,NULL,NULL,18,18,0.503,3,11,NULL,NULL,NULL,NULL,
8058,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
8058,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,NULL,NULL,NULL,NULL,
8058,Amphora Stopper,NULL,NULL,NULL,NULL,NULL,1,1,0.057,7,7,NULL,NULL,NULL,NULL,
8058,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.008,3,3,NULL,NULL,NULL,NULL,
8058,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.004,2,2,NULL,NULL,NULL,NULL,
8058,Commonware,NULL,NULL,1,NULL,NULL,3,4,0.024,2,4,NULL,NULL,NULL,NULL,
2686,Impasto Bruno,NULL,NULL,4,1,NULL,49,54,0.466,2,8,NULL,NULL,NULL,NULL,
2686,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
2686,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,1,1,0.003,3,3,NULL,NULL,NULL,NULL,
2686,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,4,0.052,4,6,NULL,NULL,NULL,NULL,
2686,Large Storage Container,NULL,NULL,NULL,NULL,NULL,3,3,0.218,6,10,NULL,NULL,NULL,NULL,
2688,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.128,4,7,NULL,NULL,NULL,NULL,
2688,Impasto Bruno,NULL,NULL,1,NULL,2,26,29,0.274,2,8,NULL,NULL,NULL,NULL,
2688,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
2688,Fineware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,5,5,NULL,NULL,NULL,NULL,
2688,CBM,NULL,NULL,NULL,NULL,NULL,NULL,9,2.286,6,11,NULL,NULL,NULL,NULL,
2688,Bucchero,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
2688,Unidentified Ceramic,Opaque red slip ware,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
2687,CBM,NULL,NULL,NULL,NULL,NULL,NULL,16,0.966,7,11,NULL,NULL,NULL,NULL,
2687,Impasto Rosso,NULL,NULL,1,NULL,NULL,NULL,1,0.01,4,4,NULL,NULL,NULL,NULL,
2687,Commonware,Impasto rosso-bruno/impasto grezzo fabric,NULL,1,NULL,NULL,NULL,1,0.05,8,8,NULL,NULL,NULL,NULL,
2687,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.012,3,6,NULL,NULL,NULL,NULL,
2687,Impasto Bruno,NULL,NULL,NULL,NULL,1,22,23,0.202,2,7,NULL,NULL,NULL,NULL,
2687,Large Storage Container,NULL,NULL,NULL,NULL,NULL,2,2,0.204,6,8,NULL,NULL,NULL,NULL,
2696,Large Storage Container,NULL,NULL,NULL,NULL,NULL,4,4,0.092,2,5,NULL,NULL,NULL,NULL,
2696,Impasto Bruno,NULL,NULL,6,4,2,55,67,0.908,2,8,NULL,NULL,NULL,NULL,
8014,Terra Sigillata,NULL,NULL,1,NULL,NULL,3,4,0.01,2,4,NULL,NULL,NULL,NULL,
8014,Impasto Rosso,NULL,NULL,1,NULL,NULL,1,2,0.008,3,3,NULL,NULL,NULL,NULL,
8014,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,1,1,0.003,2,2,NULL,NULL,NULL,NULL,
8014,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
8014,Amphora,NULL,NULL,NULL,NULL,NULL,3,3,0.017,4,6,NULL,NULL,NULL,NULL,
8014,Fineware,includes some painted fragments,NULL,NULL,NULL,NULL,14,14,0.027,1,4,NULL,NULL,NULL,NULL,
8014,Internal Slip Ware,NULL,NULL,1,NULL,NULL,NULL,1,0.005,3,3,NULL,NULL,NULL,NULL,
8014,Lamp,NULL,NULL,NULL,NULL,NULL,2,2,0.004,2,3,NULL,NULL,NULL,NULL,
8014,Commonware,NULL,NULL,3,NULL,NULL,30,33,0.172,1,6,NULL,NULL,NULL,NULL,
8014,Creamware,NULL,NULL,1,NULL,NULL,8,9,0.151,3,8,NULL,NULL,NULL,NULL,
7111,Amphora,NULL,NULL,NULL,NULL,NULL,1,NULL,0.087,10,10,NULL,NULL,NULL,NULL,
7111,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
7111,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.004,3,3,NULL,NULL,NULL,NULL,
7111,Terra Sigillata,NULL,NULL,1,NULL,NULL,NULL,1,0.007,5,5,NULL,NULL,NULL,NULL,
6010,Internal Red Slip Ware,NULL,NULL,NULL,NULL,NULL,1,1,0.005,3,3,NULL,NULL,NULL,NULL,
6010,Creamware,NULL,NULL,1,NULL,NULL,11,12,0.021,2,4,NULL,NULL,NULL,NULL,
6010,Terra Sigillata,NULL,NULL,NULL,NULL,NULL,2,2,0.003,3,3,NULL,NULL,NULL,NULL,
6010,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.001,2,2,NULL,NULL,NULL,NULL,
6010,Thin Walled,NULL,NULL,NULL,NULL,NULL,1,1,0.0005,2,2,NULL,NULL,NULL,NULL,
6010,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
6010,Lamp,NULL,NULL,NULL,NULL,NULL,1,1,0.002,3,3,NULL,NULL,NULL,NULL,
6010,Commonware,NULL,NULL,6,NULL,NULL,15,NULL,0.15,2,7,NULL,NULL,NULL,NULL,
6010,Amphora,NULL,NULL,NULL,NULL,NULL,36,36,0.327,2,7,NULL,NULL,NULL,NULL,
2676,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.072,6,6,NULL,NULL,NULL,NULL,
2676,Bucchero,NULL,NULL,1,NULL,1,6,8,0.059,2,7,NULL,NULL,NULL,NULL,
2676,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,4,0.088,4,8,NULL,NULL,NULL,NULL,
2676,Impasto Rosso,NULL,NULL,1,NULL,NULL,7,8,0.095,3,8,NULL,NULL,NULL,NULL,
2676,Commonware,NULL,NULL,2,NULL,NULL,10,12,0.403,5,11,NULL,NULL,NULL,NULL,
2676,Impasto Bruno,NULL,NULL,3,NULL,2,16,21,0.309,4,9,NULL,NULL,NULL,NULL,
2675,Impasto Bruno,NULL,NULL,NULL,NULL,NULL,17,17,0.209,2,7,NULL,NULL,NULL,NULL,
2678,Large Storage Container,NULL,NULL,NULL,NULL,NULL,1,1,0.092,6,6,NULL,NULL,NULL,NULL,
2678,Impasto Bruno,NULL,NULL,NULL,2,NULL,4,6,0.107,2,8,NULL,NULL,NULL,NULL,
6050,Commonware,NULL,NULL,NULL,NULL,NULL,1,1,0.008,5,5,NULL,NULL,NULL,NULL,
6050,Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.011,6,6,NULL,NULL,NULL,NULL,
6050,Amphora,NULL,NULL,NULL,1,NULL,2,2,0.12,5,9,NULL,NULL,NULL,NULL,
2680,Black Gloss,NULL,NULL,NULL,NULL,NULL,1,1,0.006,7,7,NULL,NULL,NULL,NULL,
2680,Bucchero,NULL,NULL,NULL,1,NULL,2,3,0.012,2,5,NULL,NULL,NULL,NULL,
2680,Impasto Rosso,NULL,NULL,NULL,NULL,NULL,5,5,0.022,2,4,NULL,NULL,NULL,NULL,
2680,Commonware,Impasto grezzo,NULL,NULL,NULL,1,4,5,0.019,2,5,NULL,NULL,NULL,NULL,
2680,Impasto Bruno,NULL,NULL,3,2,NULL,12,17,0.1,3,7,NULL,NULL,NULL,NULL,
2684,Impasto Rosso,"The rim is in white on red"" fabric""",NULL,1,NULL,NULL,1,2,0.046,5,9,NULL,NULL,NULL,NULL,
2684,Impasto Bruno,NULL,NULL,NULL,2,NULL,11,13,0.187,3,7,NULL,NULL,NULL,NULL,
6047,Commonware,NULL,NULL,1,NULL,NULL,1,2,0.012,2,3,NULL,NULL,NULL,NULL,
6047,Painted Creamware,NULL,NULL,NULL,NULL,NULL,1,1,0.0009,3,3,NULL,NULL,NULL,NULL,
6048,Amphora,NULL,NULL,NULL,NULL,NULL,1,1,0.036,6,6,NULL,NULL,NULL,NULL,
2683,Impasto Bruno,NULL,NULL,1,1,NULL,20,22,0.187,2,8,NULL,NULL,NULL,NULL,
6048,Creamware,NULL,NULL,NULL,NULL,NULL,2,2,0.004,3,3,NULL,NULL,NULL,NULL,
6048,African Cookware,NULL,NULL,NULL,NULL,NULL,1,1,0.0008,3,3,NULL,NULL,NULL,NULL,
6048,Commonware,NULL,NULL,NULL,NULL,NULL,3,3,0.008,2,3,NULL,NULL,NULL,NULL,
6009,Impasto Chiaro Sabbioso,NULL,NULL,NULL,NULL,NULL,2,2,0.03,2,2,NULL,NULL,NULL,NULL,
8112,Black Gloss,NULL,NULL,NULL,1,NULL,NULL,1,0.008,5,5,NULL,NULL,NULL,NULL,
8112,African Cookware,NULL,NULL,NULL,NULL,NULL,3,3,0.009,2,4,NULL,NULL,NULL,NULL,
8112,Creamware,NULL,NULL,2,NULL,NULL,4,6,0.051,4,6,NULL,NULL,NULL,NULL,
2670,Impasto Bruno,NULL,NULL,32,3,7,511,553,3.238,2,11,NULL,NULL,NULL,NULL,
2670,Large Storage Container,NULL,NULL,NULL,NULL,NULL,18,18,0.849,4,8,NULL,NULL,NULL,NULL,
2670,Impasto Rosso,NULL,NULL,3,NULL,NULL,41,44,0.351,3,7,NULL,NULL,NULL,NULL,
2670,Cooking Stand,NULL,NULL,NULL,NULL,NULL,NULL,12,0.361,4,9,NULL,NULL,NULL,NULL,
2670,Fineware,NULL,NULL,1,NULL,NULL,2,3,0.006,2,4,NULL,NULL,NULL,NULL,
2670,Unidentified Ceramic,NULL,NULL,NULL,NULL,NULL,NULL,1,0.002,2,2,NULL,NULL,NULL,NULL,
2670,Unidentified Ceramic,Opague red ware,NULL,NULL,NULL,NULL,1,1,0.002,2,2,NULL,NULL,NULL,NULL,
8139,CBM,.506 discarded,NULL,NULL,NULL,NULL,3,3,0.506,6,10,NULL,NULL,NULL,NULL,
8139,Commonware,one sherd (base) is stamped,NULL,3,NULL,2,6,11,0.488,3,11,NULL,NULL,NULL,NULL,
